vehicle_id,speed_kmph,signal_strength_dBm,tx_power_dBm,battery_percent,distance_to_rsu_m,task_type,task_size_MI,deadline_ms,cpu_usage_percent,wlan_delay_ms,fiveg_delay_ms,wan_delay_ms,compute_energy_J,network_energy_J,total_energy_J,failure_probability,processing_delay_ms,offload_location,dps_speed,handover_flag,timestamp_s
V158,82.54,-53.52,19.08,43.91,88.02,SAFETY,122.72,10,80.4,1.0092,0.5364,111.4894,12.272,0.000993,12.272993,0.0625,44.365,RSU,LOW,0,20.085
V158,82.33,-50.4,17.27,38.8,10.0,TRAFFIC,609.39,100,42.5,3.7001,0.6208,119.6574,30.4695,0.01625,30.48575,0.0823,133.2599,CLOUD,N/A,0,20.542
V158,75.65,-67.36,21.78,38.51,433.97,TRAFFIC,414.72,100,61.4,4.6187,0.6962,140.7721,20.736,0.031241,20.767241,0.1385,150.0292,CLOUD,N/A,0,21.088
V158,78.05,-56.06,16.87,41.79,151.46,TRAFFIC,461.34,100,65.66,4.6029,0.6177,66.1492,23.067,0.01122,23.07822,0.0888,76.447,CLOUD,N/A,0,21.508
V158,81.26,-54.43,19.65,40.46,110.74,TRAFFIC,475.36,100,60.64,4.7869,0.3186,148.8884,23.768,0.021928,23.789928,0.1148,159.4991,CLOUD,N/A,0,22.055
V158,81.82,-70.72,23.27,36.58,518.1,TRAFFIC,640.17,100,41.47,3.8898,0.937,103.8654,32.0085,0.067962,32.076462,0.1409,118.1549,CLOUD,N/A,0,22.553
V158,82.38,-57.65,19.9,43.41,191.13,SAFETY,249.32,10,80.88,1.1153,0.3427,100.281,24.932,0.002436,24.934436,0.044,89.3856,RSU,LOW,0,23.048
V158,78.42,-50.4,15.76,41.71,10.0,TRAFFIC,544.81,100,63.84,2.9157,0.8374,115.4866,27.2405,0.010262,27.250762,0.1089,127.6475,CLOUD,N/A,0,23.542
V158,80.15,-61.95,16.09,38.73,298.84,SAFETY,120.26,10,89.1,3.4575,0.9195,105.0524,12.026,0.000489,12.026489,0.0766,43.8695,RSU,LOW,0,24.068
V158,76.68,-65.64,20.34,38.46,391.03,TRAFFIC,511.91,100,52.05,1.6604,0.6612,132.1481,25.5955,0.02768,25.62318,0.1447,143.5747,CLOUD,N/A,0,24.525
V159,54.17,-87.94,29.87,68.1,948.41,SAFETY,129.36,10,86.36,4.3725,0.356,148.1587,12.936,0.012555,12.948555,0.3642,46.556,RSU,LOW,1,0.061
V159,45.96,-88.23,26.98,68.02,955.82,TRAFFIC,592.28,100,53.88,4.3809,0.9807,97.8734,29.614,0.14774,29.76174,0.2775,111.0939,CLOUD,N/A,0,0.567
V159,47.5,-88.01,25.07,67.91,950.32,SAFETY,172.73,10,81.49,4.0579,0.9518,66.6259,17.273,0.005551,17.278551,0.3782,62.6411,RSU,LOW,1,1.033
V159,53.15,-88.5,26.8,67.78,962.55,SAFETY,168.36,10,79.64,2.6334,0.3314,108.4926,16.836,0.008058,16.844058,0.5212,60.46,RSU,LOW,1,1.521
V159,52.6,-89.4,26.65,67.57,985.01,INFOTAINMENT,1030.32,1000,20.95,4.7539,0.316,145.5739,51.516,0.2382,51.7542,0.3412,168.5721,CLOUD,N/A,0,2.078
V159,52.57,-89.28,25.26,67.38,982.09,TRAFFIC,432.79,100,59.55,1.6244,0.4407,89.8195,21.6395,0.072652,21.712152,0.3489,99.48,CLOUD,N/A,0,2.519
V159,49.61,-89.89,28.02,67.97,997.32,INFOTAINMENT,2371.66,1000,28.87,3.1848,0.8569,102.2327,118.583,0.751662,119.334662,0.2736,155.1715,CLOUD,N/A,0,3.076
V159,46.9,-88.07,27.27,67.64,951.75,TRAFFIC,475.68,100,61.16,3.3323,0.8898,141.6281,23.784,0.126848,23.910848,0.3331,152.246,CLOUD,N/A,0,3.586
V159,52.15,-87.17,27.75,67.41,929.15,TRAFFIC,564.89,100,53.15,3.8918,0.7187,69.6014,28.2445,0.168242,28.412742,0.2857,82.2106,CLOUD,N/A,0,4.069
V159,53.92,-89.44,26.63,66.87,986.11,INFOTAINMENT,2192.02,1000,30.26,4.327,0.3493,106.465,109.601,0.504446,110.105446,0.3441,155.394,CLOUD,N/A,0,4.576
V159,45.96,-87.52,29.35,67.92,938.0,TRAFFIC,487.03,100,42.32,4.1258,0.7555,72.0514,24.3515,0.209665,24.561165,0.3166,82.9226,CLOUD,N/A,0,5.024
V159,53.88,-91.84,29.9,66.93,1046.03,TRAFFIC,692.58,100,59.15,3.7782,0.8446,102.3977,34.629,0.338407,34.967407,0.2819,117.8571,CLOUD,N/A,0,5.52
V159,53.22,-91.14,26.61,67.3,1028.58,TRAFFIC,511.64,100,64.55,4.7827,0.505,60.0911,25.582,0.117202,25.699202,0.2937,71.5116,CLOUD,N/A,0,6.016
V159,55.33,-92.83,26.32,67.72,1070.87,INFOTAINMENT,1977.9,1000,40.7,1.111,0.6798,106.315,98.895,0.423813,99.318813,0.2523,150.4646,CLOUD,N/A,0,6.532
V159,50.69,-86.34,29.93,67.09,908.39,TRAFFIC,370.18,100,40.66,4.2189,0.9956,80.4866,18.509,0.182131,18.691131,0.3493,88.7495,CLOUD,N/A,0,7.07
V159,47.16,-91.96,25.63,66.47,1049.1,INFOTAINMENT,2787.7,1000,27.28,4.0397,0.7503,104.0442,139.385,0.509584,139.894584,0.3283,166.2696,CLOUD,N/A,0,7.505
V159,52.07,-93.04,28.25,65.27,1076.09,SAFETY,287.66,10,69.55,3.3614,0.8552,106.4752,14.383,0.096128,14.479128,0.2803,112.8962,CLOUD,N/A,0,8.005
V159,52.8,-90.55,28.05,65.02,1013.72,INFOTAINMENT,2234.07,1000,35.54,4.867,0.8641,74.4804,111.7035,0.712963,112.416463,0.3459,124.348,CLOUD,N/A,0,8.596
V159,51.67,-92.79,29.97,68.02,1069.74,TRAFFIC,570.82,100,54.48,1.5064,0.5163,70.9079,28.541,0.283445,28.824445,0.3113,83.6494,CLOUD,N/A,0,9.043
V159,50.91,-84.43,27.97,64.77,860.78,TRAFFIC,392.46,100,47.32,1.1066,0.7093,102.3954,19.623,0.12296,19.74596,0.2915,111.1557,CLOUD,N/A,0,9.514
V159,50.04,-85.49,29.6,65.35,887.34,INFOTAINMENT,1381.1,1000,46.65,4.2112,0.9722,67.7459,69.055,0.629789,69.684789,0.3111,98.574,CLOUD,N/A,0,10.023
V159,48.48,-92.93,25.31,67.4,1073.27,INFOTAINMENT,1315.33,1000,39.19,4.4035,0.5458,100.6138,65.7665,0.22336,65.98986,0.3049,129.9738,CLOUD,N/A,0,10.513
V159,46.39,-96.56,25.12,67.83,1163.92,TRAFFIC,435.04,100,48.01,3.6694,0.712,76.6108,21.752,0.070713,21.822713,0.3018,86.3215,CLOUD,N/A,0,11.046
V159,46.92,-84.85,26.11,65.23,871.18,TRAFFIC,427.78,100,68.0,1.2434,0.4509,110.9849,21.389,0.087335,21.476335,0.2517,120.5336,CLOUD,N/A,0,11.6
V159,50.45,-92.96,26.67,66.18,1073.88,TRAFFIC,674.05,100,55.44,1.5415,0.5263,129.6288,33.7025,0.156553,33.859053,0.2561,144.6746,CLOUD,N/A,0,12.092
V159,54.39,-92.0,28.65,65.12,1049.93,TRAFFIC,399.16,100,60.29,4.4903,0.7676,70.4934,19.958,0.146257,20.104257,0.2671,79.4032,CLOUD,N/A,0,12.566
V159,48.45,-95.81,28.7,63.31,1145.32,TRAFFIC,409.86,100,64.53,1.2594,0.796,108.5858,20.493,0.151917,20.644917,0.3244,117.7345,CLOUD,N/A,0,13.096
V159,47.6,-87.75,26.33,67.1,943.79,INFOTAINMENT,1421.2,1000,48.49,2.6685,0.5147,136.0354,71.06,0.305229,71.365229,0.3295,167.7586,CLOUD,N/A,0,13.585
V159,55.46,-85.45,25.85,67.1,886.23,SAFETY,126.47,10,75.19,3.7037,0.9612,141.8219,12.647,0.004864,12.651864,0.5749,46.1291,RSU,LOW,1,14.022
V159,50.44,-86.43,26.32,65.49,910.69,INFOTAINMENT,1347.83,1000,40.75,1.9212,0.4929,146.025,67.3915,0.288805,67.680305,0.3115,176.1105,CLOUD,N/A,0,14.574
V159,50.45,-94.93,27.25,66.95,1123.34,TRAFFIC,600.27,100,55.58,2.4531,0.5909,92.8726,30.0135,0.159337,30.172837,0.3372,106.2715,CLOUD,N/A,0,15.056
V159,53.8,-85.72,25.74,66.05,892.95,TRAFFIC,612.74,100,60.56,2.9464,0.9316,146.0577,30.637,0.11488,30.75188,0.3068,159.7349,CLOUD,N/A,0,15.593
V159,54.48,-100.07,29.97,63.14,1251.69,TRAFFIC,625.35,100,49.08,1.6624,0.3674,72.2823,31.2675,0.310523,31.578023,0.2578,86.241,CLOUD,N/A,0,16.058
V159,47.11,-81.92,28.46,64.62,798.08,TRAFFIC,617.34,100,61.92,2.4412,0.3279,137.4572,30.867,0.216518,31.083518,0.314,151.2371,CLOUD,N/A,0,16.538
V159,48.48,-86.32,25.2,67.73,908.08,TRAFFIC,481.56,100,48.85,2.4053,0.6696,111.6208,24.078,0.07973,24.15773,0.2613,122.3699,CLOUD,N/A,0,17.079
V159,53.85,-85.6,26.47,65.5,890.0,TRAFFIC,382.36,100,42.53,2.3022,0.6544,86.6861,19.118,0.084809,19.202809,0.3298,95.2209,CLOUD,N/A,0,17.585
V159,55.12,-83.9,28.59,62.87,847.6,TRAFFIC,512.92,100,54.87,1.1299,0.8382,135.098,25.646,0.185362,25.831362,0.2991,146.5471,CLOUD,N/A,0,18.023
V159,53.02,-90.05,27.14,66.38,1001.3,INFOTAINMENT,1912.77,1000,46.79,2.9786,0.6646,129.1907,95.6385,0.495031,96.133531,0.3145,171.8865,CLOUD,N/A,0,18.587
V159,45.81,-99.59,28.87,62.6,1239.79,TRAFFIC,333.96,100,64.11,3.1043,0.4463,107.1314,16.698,0.128725,16.826725,0.2675,114.5859,CLOUD,N/A,0,19.003
V159,46.18,-85.57,29.26,63.2,889.14,INFOTAINMENT,1976.27,1000,41.8,4.6838,0.3213,51.6718,98.8135,0.833329,99.646829,0.3135,95.785,CLOUD,N/A,0,19.501
V159,52.31,-91.51,27.8,67.41,1037.84,TRAFFIC,613.61,100,58.97,3.0749,0.7018,141.5079,30.6805,0.184868,30.865368,0.3412,155.2046,CLOUD,N/A,0,20.011
V159,47.09,-100.7,25.46,60.99,1267.45,TRAFFIC,319.59,100,57.02,4.5495,0.3816,131.1784,31.959,0.011236,31.970236,0.548,114.5209,RSU,LOW,1,20.512
V159,49.21,-95.59,29.29,62.83,1139.87,SAFETY,261.77,10,67.55,4.8128,0.8052,134.4504,26.177,0.022229,26.199229,0.4043,94.2945,RSU,LOW,1,21.051
V159,48.33,-90.9,29.95,66.54,1022.44,SAFETY,162.59,10,80.2,3.4943,0.3537,77.7045,16.259,0.016073,16.275073,0.3904,58.4216,RSU,LOW,1,21.51
V159,54.6,-90.36,28.92,60.51,1009.08,TRAFFIC,448.46,100,52.64,3.8917,0.7032,68.2811,22.423,0.174861,22.597861,0.3286,78.2914,CLOUD,N/A,0,22.085
V159,45.98,-96.31,27.3,59.4,1157.83,TRAFFIC,648.23,100,42.47,1.2413,0.5063,122.8455,32.4115,0.17406,32.58556,0.3014,137.3149,CLOUD,N/A,0,22.567
V159,46.33,-85.98,25.68,62.65,899.58,INFOTAINMENT,1538.47,1000,24.24,4.5587,0.978,101.0757,76.9235,0.284485,77.207985,0.2608,135.4165,CLOUD,N/A,0,23.075
V159,46.36,-95.01,27.62,62.64,1125.33,TRAFFIC,409.47,100,65.22,4.1448,0.5855,89.8203,20.4735,0.118356,20.591856,0.2882,98.9603,CLOUD,N/A,0,23.579
V159,51.06,-96.61,25.21,65.85,1165.32,TRAFFIC,521.36,100,66.19,1.9622,0.5972,143.0692,26.068,0.086518,26.154518,0.2946,154.7067,CLOUD,N/A,0,24.05
V159,51.9,-82.98,27.23,59.79,824.38,TRAFFIC,383.27,100,42.95,2.4261,0.4282,123.243,19.1635,0.101269,19.264769,0.3039,131.7981,CLOUD,N/A,0,24.529
V160,119.08,-54.0,17.51,36.59,99.88,SAFETY,104.17,10,61.09,1.6294,0.3656,130.15,10.417,0.000587,10.417587,0.0954,37.5692,RSU,LOW,0,0.045
V160,110.16,-54.03,19.49,36.45,100.83,SAFETY,260.0,10,77.48,3.2996,0.8095,128.8432,26.0,0.002312,26.002312,0.0794,93.6666,RSU,LOW,0,0.565
V160,111.58,-53.66,17.72,36.49,91.56,SAFETY,281.92,10,82.87,1.3058,0.7571,100.8172,28.192,0.001668,28.193668,0.0845,101.4428,RSU,LOW,0,1.077
V160,118.77,-54.84,16.24,36.03,120.89,SAFETY,130.12,10,85.45,2.871,0.6004,58.708,13.012,0.000547,13.012547,0.033,47.0718,RSU,LOW,0,1.563
V160,117.52,-54.06,18.43,36.03,101.49,SAFETY,124.25,10,74.19,2.4527,0.8646,112.597,12.425,0.000866,12.425866,0.0872,45.2396,RSU,LOW,0,2.083
V160,113.59,-53.49,18.54,36.09,87.25,INFOTAINMENT,1066.9,1000,44.95,4.5086,0.5937,119.322,53.345,0.038115,53.383115,0.0553,143.1367,CLOUD,N/A,0,2.584
V160,109.71,-54.36,19.83,35.72,108.94,SAFETY,235.94,10,75.38,2.1718,0.3986,66.8689,11.797,0.011344,11.808344,0.0722,72.1354,CLOUD,N/A,0,3.051
V160,113.78,-55.27,17.75,35.57,131.81,INFOTAINMENT,1211.63,1000,34.51,1.2187,0.3809,89.9197,60.5815,0.036086,60.617586,0.1156,116.965,CLOUD,N/A,0,3.535
V160,118.48,-53.65,18.92,36.28,91.13,SAFETY,142.51,10,86.73,4.8237,0.4409,71.6687,14.251,0.001111,14.252111,0.0181,51.3373,RSU,LOW,0,4.012
V160,115.52,-55.43,18.14,34.99,135.81,TRAFFIC,516.27,100,44.07,4.864,0.5584,130.5406,25.8135,0.016821,25.830321,0.0541,142.0645,CLOUD,N/A,0,4.577
V160,113.67,-54.68,16.18,35.63,117.08,INFOTAINMENT,1792.46,1000,35.05,1.444,0.5334,91.2955,89.623,0.037189,89.660189,0.0502,131.3058,CLOUD,N/A,0,5.005
V160,115.76,-52.55,15.71,34.78,63.64,SAFETY,278.19,10,74.94,3.7547,0.9356,102.5935,27.819,0.001036,27.820036,0.0148,100.2892,RSU,LOW,0,5.557
V160,115.36,-53.23,18.78,34.9,80.81,SAFETY,195.36,10,60.64,1.19,0.3302,103.4728,19.536,0.001475,19.537475,0.0511,70.1016,RSU,LOW,0,6.033
V160,116.66,-53.99,15.8,36.2,99.7,TRAFFIC,329.36,100,62.6,2.6147,0.4011,76.0794,16.468,0.006261,16.474261,0.1129,83.4312,CLOUD,N/A,0,6.538
V160,110.55,-53.29,19.67,34.8,82.35,SAFETY,171.18,10,60.82,2.0136,0.507,53.1656,8.559,0.007933,8.566933,0.1119,56.9866,CLOUD,N/A,0,7.078
V160,118.17,-53.83,16.22,34.92,95.83,TRAFFIC,337.11,100,42.19,3.653,0.8302,97.6494,16.8555,0.007059,16.862559,0.1087,105.1742,CLOUD,N/A,0,7.525
V160,116.95,-54.37,15.96,34.72,109.24,SAFETY,221.25,10,67.13,3.621,0.6147,72.0593,11.0625,0.004364,11.066864,0.1046,76.9979,CLOUD,N/A,0,8.07
V160,109.77,-58.27,15.57,35.47,206.85,SAFETY,252.9,10,62.98,1.7507,0.6635,80.4283,12.645,0.00456,12.64956,0.0553,86.0734,CLOUD,N/A,0,8.528
V160,110.95,-54.62,16.3,35.93,115.42,SAFETY,114.33,10,87.72,4.1018,0.9696,66.2935,11.433,0.000488,11.433488,0.0621,41.8017,RSU,LOW,0,9.008
V160,115.96,-60.66,18.52,32.9,266.47,TRAFFIC,372.43,100,63.51,2.7723,0.4365,70.3089,18.6215,0.013244,18.634744,0.0703,78.6221,CLOUD,N/A,0,9.532
V160,116.72,-60.82,18.01,32.8,270.42,INFOTAINMENT,2242.0,1000,49.59,1.1844,0.4404,59.9408,112.1,0.070893,112.170893,0.1209,109.9854,CLOUD,N/A,0,10.074
V160,115.83,-53.4,16.2,35.45,85.03,TRAFFIC,566.66,100,48.32,3.2631,0.4624,69.7192,28.333,0.011811,28.344811,0.0742,82.3679,CLOUD,N/A,0,10.567
V160,117.87,-62.43,16.65,33.4,310.82,TRAFFIC,427.48,100,60.62,2.936,0.6447,137.185,21.374,0.009883,21.383883,0.1154,146.727,CLOUD,N/A,0,11.025
V160,113.78,-60.19,19.85,35.14,254.65,SAFETY,137.34,10,86.57,3.5393,0.7868,117.0468,13.734,0.001327,13.735327,0.0349,49.8368,RSU,LOW,0,11.533
V160,110.1,-58.94,19.34,36.01,223.56,SAFETY,251.06,10,73.36,1.1966,0.4406,137.1506,25.106,0.002157,25.108157,0.063,90.1049,RSU,LOW,0,12.055
V160,111.71,-50.4,15.04,33.11,10.0,SAFETY,131.33,10,83.76,3.7409,0.7666,67.377,13.133,0.000419,13.133419,0.0117,47.6702,RSU,LOW,0,12.58
V160,114.86,-56.55,16.77,32.3,163.69,SAFETY,261.67,10,78.47,2.5943,0.4283,83.2599,13.0835,0.006219,13.089719,0.137,89.1007,CLOUD,N/A,0,13.09
V160,116.04,-54.78,18.03,31.52,119.42,TRAFFIC,500.46,100,65.44,4.1595,0.4583,108.1901,25.023,0.015898,25.038898,0.054,119.3611,CLOUD,N/A,0,13.546
V160,118.63,-56.48,19.01,35.08,161.93,SAFETY,127.65,10,73.53,1.6873,0.4059,75.9277,12.765,0.001016,12.766016,0.066,45.9952,RSU,LOW,0,14.056
V160,109.72,-65.57,21.78,31.24,389.36,INFOTAINMENT,2043.85,1000,35.38,4.467,0.9199,73.468,102.1925,0.153964,102.346464,0.1007,119.0897,CLOUD,N/A,0,14.556
V160,110.64,-56.16,19.45,33.24,154.11,TRAFFIC,531.4,100,66.28,2.5221,0.808,100.8022,26.57,0.023409,26.593409,0.0664,112.6638,CLOUD,N/A,0,15.097
V160,118.3,-50.4,17.49,30.6,10.0,SAFETY,143.17,10,85.06,4.2016,0.4084,132.07,14.317,0.000803,14.317803,0.0632,51.5405,RSU,LOW,0,15.583
V160,114.35,-58.81,18.47,30.21,220.37,SAFETY,274.43,10,81.24,4.3316,0.5097,121.2636,27.443,0.001929,27.444929,0.088,98.5204,RSU,LOW,0,16.011
V160,113.58,-57.06,19.55,32.67,176.52,TRAFFIC,317.94,100,40.07,3.5559,0.5467,122.047,31.794,0.002866,31.796866,0.0283,114.0967,RSU,LOW,0,16.59
V160,115.25,-66.45,20.15,33.51,411.2,SAFETY,155.52,10,74.78,4.8692,0.7299,54.1185,15.552,0.00161,15.55361,0.0348,56.2728,RSU,LOW,0,17.006
V160,113.46,-50.4,19.5,32.58,10.0,TRAFFIC,538.25,100,40.57,1.0664,0.7422,104.891,26.9125,0.023986,26.936486,0.118,116.9055,CLOUD,N/A,0,17.574
V160,114.04,-50.4,15.57,33.81,10.0,TRAFFIC,486.98,100,67.58,4.3038,0.4128,131.8235,24.349,0.00878,24.35778,0.1064,142.6936,CLOUD,N/A,0,18.008
V160,119.5,-59.83,16.03,34.26,245.63,TRAFFIC,643.71,100,43.71,4.6418,0.8661,137.2878,32.1855,0.012902,32.198402,0.1008,151.6563,CLOUD,N/A,0,18.581
V160,117.01,-65.38,21.09,31.02,384.51,TRAFFIC,397.83,100,44.07,1.8095,0.9116,99.3585,19.8915,0.025566,19.917066,0.132,108.2386,CLOUD,N/A,0,19.089
V160,112.48,-69.11,24.96,29.4,477.8,SAFETY,269.14,10,70.31,4.3063,0.8434,78.225,13.457,0.042165,13.499165,0.2573,84.2326,CLOUD,N/A,0,19.536
V160,118.05,-60.2,16.72,33.78,254.89,SAFETY,112.98,10,67.93,4.2068,0.5135,144.1434,11.298,0.000531,11.298531,0.0638,40.8635,RSU,LOW,0,20.039
V160,110.09,-50.4,16.85,36.29,10.0,SAFETY,274.97,10,67.98,2.6447,0.911,64.8433,13.7485,0.006657,13.755157,0.1188,70.981,CLOUD,N/A,0,20.564
V160,112.43,-61.21,16.88,33.49,280.27,SAFETY,205.92,10,83.51,2.1485,0.8583,144.1569,20.592,0.001004,20.593004,0.0342,74.4012,RSU,LOW,0,21.054
V160,114.96,-53.49,19.09,29.34,87.14,SAFETY,189.37,10,83.33,4.6235,0.8164,59.6247,9.4685,0.007679,9.476179,0.2139,63.8517,CLOUD,N/A,0,21.596
V160,109.99,-54.56,16.07,34.55,113.91,TRAFFIC,409.22,100,62.14,1.1523,0.6334,98.2335,20.461,0.008278,20.469278,0.1051,107.3679,CLOUD,N/A,0,22.092
V160,115.67,-50.4,19.56,34.37,10.0,SAFETY,104.0,10,76.49,1.6143,0.9076,89.9873,10.4,0.00094,10.40094,0.0322,38.0505,RSU,LOW,0,22.55
V160,118.99,-53.7,17.02,31.99,92.51,SAFETY,225.65,10,62.02,2.9299,0.3955,133.9809,22.565,0.001136,22.566136,0.0628,80.9848,RSU,LOW,0,23.091
V160,113.68,-64.18,17.33,34.39,354.47,TRAFFIC,583.2,100,51.55,1.0346,0.7555,52.8623,29.16,0.015768,29.175768,0.0873,65.8802,CLOUD,N/A,0,23.555
V160,109.65,-60.53,16.51,34.39,263.16,TRAFFIC,528.66,100,57.15,1.4716,0.6014,58.6447,26.433,0.011834,26.444834,0.1339,70.4451,CLOUD,N/A,0,24.054
V160,114.8,-53.69,18.8,32.03,92.28,SAFETY,206.95,10,84.37,3.7599,0.6675,120.3119,20.695,0.00157,20.69657,0.0437,74.5782,RSU,LOW,0,24.549
V161,117.11,-82.57,28.96,28.81,814.31,SAFETY,160.32,10,88.5,4.9086,0.4376,148.1307,16.032,0.012618,16.044618,0.3576,57.6947,RSU,LOW,1,0.084
V161,123.33,-82.92,25.58,28.62,822.99,SAFETY,127.2,10,86.62,2.6186,0.886,60.3582,12.72,0.004597,12.724597,0.3232,46.3146,RSU,LOW,1,0.513
V161,117.79,-83.05,28.2,28.54,826.36,SAFETY,288.46,10,65.31,4.566,0.885,115.4323,28.846,0.019058,28.865058,0.5316,103.9064,RSU,LOW,1,1.032
V161,117.72,-83.66,25.59,28.47,841.52,SAFETY,122.1,10,78.73,3.7445,0.886,59.0451,12.21,0.004423,12.214423,0.4478,44.4931,RSU,LOW,1,1.538
V161,114.59,-82.89,26.05,28.54,822.17,TRAFFIC,471.73,100,67.37,3.0116,0.3293,94.5111,23.5865,0.094987,23.681487,0.469,105.0408,CLOUD,N/A,0,2.038
V161,118.36,-82.11,29.93,27.82,802.81,TRAFFIC,351.83,100,55.79,2.9914,0.4003,64.2171,17.5915,0.173102,17.764602,0.416,72.0704,CLOUD,N/A,0,2.57
V161,117.33,-83.87,28.19,27.66,846.77,TRAFFIC,417.75,100,41.26,1.9074,0.5352,74.3312,20.8875,0.137685,21.025185,0.4914,83.656,CLOUD,N/A,0,3.051
V161,117.82,-82.89,29.46,28.33,822.25,SAFETY,145.04,10,73.57,4.0262,0.9203,142.044,14.504,0.012808,14.516808,0.697,52.7203,RSU,LOW,1,3.519
V161,122.37,-84.53,25.99,28.51,863.13,SAFETY,298.99,10,80.22,3.5079,0.5582,118.1973,29.899,0.011876,29.910876,0.6911,107.3403,RSU,LOW,1,4.063
V161,122.29,-83.61,26.41,28.81,840.19,TRAFFIC,430.36,100,60.97,1.8279,0.7395,99.4374,21.518,0.094146,21.612146,0.491,109.0436,CLOUD,N/A,0,4.579
V161,122.11,-86.04,26.87,27.1,901.09,TRAFFIC,697.23,100,45.67,3.0246,0.9949,139.8017,34.8615,0.169569,35.031069,0.4017,155.3649,CLOUD,N/A,0,5.021
V161,115.33,-86.63,27.89,28.31,915.85,SAFETY,123.54,10,83.66,3.4477,0.6225,129.2501,12.354,0.0076,12.3616,0.4859,44.7439,RSU,LOW,1,5.567
V161,122.32,-86.73,29.29,26.87,918.33,TRAFFIC,629.15,100,44.29,3.7405,0.9414,132.3494,31.4575,0.267131,31.724631,0.4173,146.3929,CLOUD,N/A,0,6.094
V161,114.63,-82.68,28.2,27.07,816.88,SAFETY,134.36,10,75.21,1.4629,0.475,131.5997,13.436,0.008877,13.444877,0.5432,48.4607,RSU,LOW,1,6.575
V161,123.48,-83.5,28.96,26.56,837.55,SAFETY,197.73,10,81.05,1.6783,0.8003,115.3381,19.773,0.015562,19.788562,0.5745,71.4182,RSU,LOW,1,7.02
V161,122.12,-80.51,26.91,28.22,762.84,SAFETY,298.06,10,82.59,4.0228,0.5819,108.0236,29.806,0.014632,29.820632,0.3666,107.0319,RSU,LOW,1,7.501
V161,117.19,-82.14,25.47,26.32,803.62,SAFETY,212.81,10,85.54,4.2511,0.7873,119.263,21.281,0.007499,21.288499,0.3859,76.7909,RSU,LOW,1,8.061
V161,123.67,-87.71,25.83,26.56,942.86,TRAFFIC,560.87,100,52.14,3.0168,0.9964,67.7971,28.0435,0.107357,28.150857,0.4784,80.3165,CLOUD,N/A,0,8.532
V161,121.24,-80.63,29.79,27.36,765.76,SAFETY,189.7,10,66.87,4.0694,0.625,87.094,18.97,0.018075,18.988075,0.5716,68.375,RSU,LOW,1,9.085
V161,115.79,-89.19,28.4,28.28,979.79,SAFETY,165.13,10,88.88,1.7147,0.4068,112.8807,16.513,0.011424,16.524424,0.615,59.3818,RSU,LOW,1,9.519
V161,121.51,-90.51,26.3,25.67,1012.82,SAFETY,130.49,10,88.47,3.2296,0.7196,143.3012,13.049,0.005566,13.054566,0.5062,47.3232,RSU,LOW,1,10.033
V161,122.51,-87.87,29.79,26.31,946.64,TRAFFIC,413.09,100,64.77,4.8779,0.9364,56.819,20.6545,0.196795,20.851295,0.4861,66.0398,CLOUD,N/A,0,10.558
V161,119.15,-84.74,28.92,28.8,868.47,SAFETY,138.6,10,70.33,2.9915,0.5467,101.1769,13.86,0.010808,13.870808,0.5135,50.0467,RSU,LOW,1,11.029
V161,119.86,-89.72,26.54,28.28,993.0,SAFETY,260.86,10,81.59,1.0708,0.7079,74.2717,13.043,0.0588,13.1018,0.452,80.0945,CLOUD,N/A,0,11.536
V161,116.86,-88.87,29.22,24.54,971.75,SAFETY,295.49,10,66.07,2.5628,0.381,146.6766,29.549,0.024691,29.573691,0.5618,105.9131,RSU,LOW,1,12.014
V161,120.54,-80.79,25.91,24.98,769.8,TRAFFIC,371.88,100,41.28,3.6747,0.3654,62.2025,18.594,0.072506,18.666506,0.4588,70.5034,CLOUD,N/A,0,12.559
V161,118.14,-90.52,26.8,25.4,1013.12,SAFETY,295.86,10,61.87,2.7756,0.4023,74.6722,14.793,0.070804,14.863804,0.4383,81.2762,CLOUD,N/A,0,13.051
V161,121.89,-77.81,25.64,23.45,695.28,SAFETY,251.81,10,63.99,1.5914,0.7933,85.7263,12.5905,0.046136,12.636636,0.237,91.3471,CLOUD,N/A,0,13.564
V161,115.6,-93.49,27.27,26.74,1087.2,TRAFFIC,522.83,100,49.45,1.0085,0.574,93.8362,26.1415,0.139422,26.280922,0.4617,105.5065,CLOUD,N/A,0,14.079
V161,115.15,-87.15,26.12,23.83,928.82,TRAFFIC,699.4,100,55.48,3.7341,0.6703,68.6019,34.97,0.143118,35.113118,0.4705,84.2135,CLOUD,N/A,0,14.578
V161,123.8,-80.16,28.83,23.33,754.02,SAFETY,170.55,10,80.33,1.343,0.7204,75.0874,17.055,0.013027,17.068027,0.6619,61.6311,RSU,LOW,1,15.012
V161,120.28,-89.6,25.69,27.87,989.96,SAFETY,214.93,10,61.67,4.7609,0.6553,76.8488,21.493,0.007967,21.500967,0.4644,77.416,RSU,LOW,1,15.541
V161,118.0,-83.69,29.62,22.48,842.3,TRAFFIC,351.01,100,64.33,1.0503,0.4937,133.6651,35.101,0.03216,35.13316,0.4111,125.8544,RSU,LOW,1,16.041
V161,121.57,-78.33,29.07,26.1,708.16,SAFETY,213.47,10,80.79,3.1701,0.9783,130.3882,21.347,0.017232,21.364232,0.6349,77.2176,RSU,LOW,1,16.551
